text,x1,x2,x3,x4,x5,y
Does that mean he may lay an information and bring the matter before the magistrates without first putting the person alleged to be in default on notice of what is alleged ?,32,4.4375,0.0057803468,2,0.0070921986,1
"This aim is underpinned by three interrelated objectives and it is not without significance how they complement and serve to implement the White Paper 's own trinity of ‘ aims of supervision ’ , that is , protection of the public , prevention of reoffending and successful reintegration of the offender in the community ( p. 35 , para. 7.3 ) .",62,4.5483870968,0.0233236152,3,0.011320754700000001,1
"In the USA the Environmental Protection Agency produces an Acute Hazards Events Database while the Department of Transportation has a database recording details of 25 000 releases of toxic materials ; such details include locational information , type and amount of material released , mode of release and resulting injuries or deaths ( Cutter and Solecki 1989 ) .",59,5.186440678,0.010989011,0,0.0515463918,1
"This did not , however , stop the question of political marginality and the need to reform existing policies from being raised at all , as can be seen subsequently by the attempts after 1981 to introduce both locally and nationally measures which were meant to address some of the grievances of the rioters and to ensure that further disturbances did not occur .",64,4.671875,0.011049723800000001,3,0.0034364261000000003,1
"But the best answers are probably obtained where the functional design of the fossil points to the same life habits as a living analogue , and where both are consistent with the geological circumstances in which the fossil remains occur .",41,4.8292682927,0.0084033613,2,0.0051020408,1
"Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest .",53,5.0377358491,0.0156739812,1,0.0076628352,1
"At present the science curriculum is structured around physical science interests , on which boys are keener ( how motor cars work , atoms and molecules ) ; we were able to recommend that teaching build on the overlapping interests of the two sexes , because girls as well as boys want to know more about human biology and spectacular features of the environment ( animals in the jungle , volcanoes and earthquakes , acids and chemicals ) .",79,4.582278481,0.0159090909,3,0.0028490028,1
"We have only a limited capacity for checking the accuracy of many environmental monitoring results , let alone of predictions .",21,5.0952380952,0.0157480315,0,0.009523809500000001,0
You watch,2,4.0,0.0,0,0.125,0
"In the first group session the counselling method is registered in the course tutor 's notes ( Menary , 1986 ) by the explanation : ‘ This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past ’ ( p. 3 ) .",54,3.8888888889,0.0152091255,1,0.0154639175,1
"The petticoat Mafia at the top of the organisation always knew what was going on , often before the top executives themselves .",23,4.5652173913,0.0157480315,1,0.019417475700000002,1
"55 Leaves of the enigmatic plant , , Permian .",10,3.7,0.0652173913,0,0.0625,0
"Murder , manslaughter , and several other offences are discussed , and one recurrent issue here is whether English law responds proportionately to the different degrees of culpability manifested in cases where death is caused .",36,5.3333333333,0.0176211454,3,0.0106382979,1
"Steel-Maitland , Boraston , Jenkins and Fraser made up a team of experts , all of sufficient status to deal with politicians who might call into the office ; the work of the office was departmentalized for the first time and the heads of department brought together into a supervising board .",52,4.6346153846,0.0171232877,1,0.0212765957,1
"She still retained her English habit of noting each day 's weather , always expecting changes , marvelling at the hot sunny days which followed one after the other , almost with monotony .",34,4.5588235294,0.0212765957,0,0.0133333333,1
Perhaps she 'll help come in with you .,9,3.4444444444,0.025641025600000002,0,0.0344827586,0
Oh no !,3,1.6666666667,0.1428571429,0,0.25,0
"Precautions will not conquer empires , they will not build great cities , they will not transmute dreams into gold or carry men across wide oceans , and precautions will not , emphatically not , win fair ladies , ’ and here he turned to Ellen and lasciviously dropped his gaze to her long bare legs .",57,4.2807017544,0.023333333300000002,0,0.0084745763,1
"This non-punitive paradigm will provide a framework for contrasting the efficacy of current practice with future plans inappropriately to transform probation work into ‘ a new approach to punishment in the community ’ ( p. 18 , para. 4.3 ) .",41,4.9024390244000005,0.020746888,0,0.0053475936000000005,1
I 'd done something wrong .,6,3.6666666667,0.037037037,0,0.05,0
The facts .,3,3.0,0.0909090909,0,0.125,0
Alright .,2,4.0,0.1111111111,0,0.1428571429,0
3.1 .,2,2.0,0.4,0,0.0,0
So,1,2.0,0.0,0,0.5,0
He said he wanted office .,6,3.5,0.0384615385,0,0.05,0
"‘ I noticed that Rickie was n't eating today , ’ I said , ‘ but Robin-Anne was ? ’",20,3.15,0.0365853659,2,0.09259259260000001,0
She lives right near MacDonalds does n't she ?,9,4.2222222222,0.0217391304,0,0.0833333333,0
Well he has done other people 's .,8,3.375,0.029411764700000002,0,0.04,0
"Hence the magnetic force on the electron at the edge of the beam ( at R = a ) is [formula , and on the positive particle is [formula .",30,3.5,0.0149253731,2,0.0204081633,1
"Finally , after the third month passed with no rent received , Debbie phoned the tenants , asked them to pay her directly , and sent Landlords a recorded-delivery letter , which was returned , and finally one by ordinary post stating that Landlords were no longer employed as the managing agents .",53,4.6226415094,0.023569023600000003,2,0.016877637100000002,1
Oh !,2,1.5,0.25,0,0.5,0
"The fighting chair on her aft deck had thick white leather straps giving it the appearance of a padded electric chair , while the dazzle paint gave the boat an oddly military look that was completed by the number 666 that was painted on her bows in silver-edged black numerals like those warships use to display their commissioning numbers .",60,4.7,0.0058651026,2,0.0036231884,1
No .,2,1.5,0.25,0,0.5,0
"no so she started trussing , helping me .",9,3.6666666667,0.0487804878,0,0.0,0
Bonar Law then sent for …,6,3.3333333333,0.0,0,0.1052631579,0
Fairfax shouts : ‘ You are a stupid man .,10,3.2,0.0487804878,1,0.0689655172,0
What ?,2,2.5,0.1666666667,0,0.25,0
"It was Grizel Huntley 's own view that her brother had not been fooled at all but had been charmed and diverted by a dashing girl thirty years his junior , and had seen no reason at all why she should not have a share of his considerable estate when that left a very decent down-setting for his niece as well .",62,4.0161290323,0.0064516129000000005,3,0.012244898,1
"There is a poignant irony in the way clothing , which on one level served to hide Kahlo 's broken body , falls or is lifted by the model to reveal a luxuriantly perfect physique ( Fig. 4 ) .",40,3.775,0.0210526316,2,0.020979021,1
"The most common reason for a biomusical is opportunism : take a star like Judy Garland or John Lennon , and you pick up a hit title and a hit score ready-made .",33,3.8787878788,0.018750000000000003,1,0.040322580600000005,1
Where 'd you come from ?,6,3.1666666667,0.0416666667,0,0.058823529400000005,0
"Lockean children have the added amazing ability to recognise reason in you without possessing any themselves , while Kantian kids , two stages back from rationality , have the disconcerting habit of getting puzzled and asking questions .",38,5.2631578947,0.016877637100000002,0,0.0102040816,1
Yes .,2,2.0,0.2,0,0.33333333330000003,0
"On the other hand The Young Riders came 51st in the ratings in its first week , trailing far , far behind all the modern myths about modern times such as The Cosby Show , Roseanne , Golden Girls , Cheers and Matlock .",44,3.9545454545,0.027649769600000002,0,0.0722891566,1
She is serene .,4,3.0,0.0666666667,1,0.0909090909,0
"Thank you , bye now",5,3.0,0.0526315789,0,0.0714285714,0
many people .,3,3.6666666667,0.0769230769,0,0.0,0
"In cases where life imprisonment was thought to be the appropriate sentence , the trial judge would still specify — in open court — the number of years to be spent in prison , taking the gravity of the offence into account , and release would be determined by a judicial tribunal .",53,4.320754717,0.014234875400000001,4,0.0044843049000000005,1
"He certainly held deep convictions as to the absolute wrongness of the Liberal policies that he opposed , but at least a part of his apparent hostility was assumed for the occasion , a hard line that might secure a better compromise in the end .",46,4.347826087,0.012244898,1,0.0101522843,1
Yeah .,2,2.5,0.1666666667,0,0.25,0
"Say if you 're , if you 're really busy at the bar just taking your gloves off and fucking putting them on .",24,3.5416666667,0.0185185185,0,0.012345679,0
And write as well .,5,3.0,0.0526315789,0,0.0714285714,0
"The electric field is then [formula , the current density [formula , and the current [formula .",17,4.6470588235,0.0315789474,1,0.013698630100000001,1
especially on paper he,4,4.75,0.0,0,0.0,0
"Harsh measures — putting an entire community under an absolute curfew for a continuous lengthy period of time , demolishing homes , uprooting olive or citrus trees , physical intimidation and terror tactics employed by raiding army units , shooting , killing , cutting off water or electricity supplies and telephone links to villages or towns , mass arrests , intimidatory interrogation techniques — can either create a temporary lull or activate an eruption .",75,5.16,0.0195227766,0,0.0026595745000000002,1
"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .",36,4.75,0.014563106800000001,1,0.0059523810000000005,1
"Sartre considered that orthodox dialectical materialism takes the easy way out by merely eliminating the first in favour of the second , making man a passive product entirely determined by economic circumstances .",33,5.4848484848,0.0093896714,0,0.0055865922000000005,1
"Anyway , there I was , going up this endless corridor , thinking what to do about the mother , who blamed herself — wi' reason mind you , she was one of those soft suckering witch- , but that made it worse , not better — and there was th' trolley wi' the dead girl on it , sliding by me — sheet right over , porters in those soft theatre boots and floppy plastic bathcaps — and when they 'd got past me and were turning i n't door , the first one looked at me from under his plastic frills like , with my own face .",110,3.6909090909,0.023300970900000002,4,0.0052083333,1
"B AGEHOT 'S phrase comes in a passage in which he appears to propound the dispiriting theory that a politician , if he wants to get anywhere , must appeal to ‘ the average man ’ .",37,3.8648648649,0.0167597765,0,0.0583941606,1
"Biblical motifs recur — some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",33,5.3333333333,0.0096153846,1,0.0233918129,1
"These examples indicate some of the features of girl friendly science : it builds on girls ' interests , not just boys ' ; it explicitly encourages girls to see themselves as potential scientists , and it includes some of the social and human implications and applications of science .",50,4.72,0.0175438596,0,0.0043668122,1
During both April and July 1981 vigorous exchanges took place in the press and in Parliament about the role that deteriorating social conditions and unemployment may have played in bringing about the riots .,34,5.1176470588,0.0048309179,0,0.0236686391,1
"But seen face to face , even in the informality of her own house , the absence of a spark of sexuality and , he sensed , a deep-seated reserve , made her seem less feminine and more formidable than he had expected , and she held herself stiffly as if repelling invaders of her personal space .",58,4.0689655172,0.023890785,0,0.0043859649,1
"But this is a plot development — the plot development — and , if it involves turning a couple of Aled Jones types into Oliver Reed , why let logic get in the way ?",35,3.6857142857,0.018404908,1,0.040322580600000005,1
But he was overworked .,5,3.8,0.0434782609,1,0.0555555556,0
for you to go,4,2.5,0.0,0,0.0,0
He said : ‘ I had wondered whether a piece so drenched in Anglican chant ( running from Gilbert and Sullivan to Morning Prayer and back ) could rise and sail . ’,33,3.9090909091,0.012422360200000001,0,0.0569105691,1
"After the initial shock and disbelief , the Tysons grew angry — at the advisers who convinced them about Barlow Clowes , at the Midland bank manager who gave verbal assurances of its security , at the regulatory authorities responsible for the investment community and at the Department of Trade and Industry which allowed the company to trade .",59,4.8644067797,0.011594202900000001,0,0.0283687943,1
"Yeah exactly , yes .",5,3.2,0.1,0,0.0714285714,0
Mm .,2,1.5,0.25,0,0.5,0
"Perhaps , well if it 's snowing it wo n't be quite the same .",15,3.1333333333,0.032786885200000004,1,0.023255814000000003,0
"All was linked to the sense of a new departure , a "" new style "" , a "" new regime in politics "" and a new team at the helm : as well as a new leader , the party had by the middle of 1912 a new Chief Whip , Party Chairman , party treasurer , principal agent , press adviser , and an almost entirely new team of Whips and organizers .",75,3.44,0.030120481900000003,1,0.025,1
"Now Holt and Harris both have many wise , enlightened and humane observations to make about some of the injustices which we inflict upon children , but as these remarks show , putting them right without inflicting equally grave injustice is no easy matter .",45,4.7333333333,0.0155642023,1,0.014354067000000002,1
"The sale of most of the lossmaking tyre distribution business to Sumitomo , now also a minority shareholder in the only British-controlled tyremaker 's plant , gives the board >confidence in some improvement this year , despite a poor immediate outlook for the motor producers .",46,5.0652173913,0.0143884892,0,0.0132743363,1
His heart was thumping .,5,4.0,0.0416666667,1,0.0526315789,0
No no,2,2.0,0.0,0,0.25,0
Oh and it 's blue as well !,8,2.5,0.037037037,0,0.0555555556,0
‘ Was there anything else ? ’,7,3.2857142857,0.0344827586,1,0.05,0
"We will tackle putting our economy in order so that we can achieve that social ambition , so that the strong economy is used to finance and develop the fair society . ’",33,4.1212121212,0.0119047619,1,0.007518797000000001,1
According to according to what they say now they did .,11,4.0,0.0185185185,0,0.023255814000000003,0
Can you do that one ?,6,2.6666666667,0.0476190476,0,0.0666666667,0
But it 's a good store is n't it ?,10,2.5,0.029411764700000002,1,0.0454545455,0
Their pathetically thin legs were unprotected .,7,5.8571428571,0.0212765957,1,0.025,0
one of my daughters is er,6,3.3333333333,0.0,1,0.0,0
Mm,1,2.0,0.0,0,0.5,0
Mummy wash up .,4,3.0,0.0666666667,0,0.0909090909,0
"For instance , Lioy and Daisey ( 1987 ) , in their work on the monitoring of toxic air pollution in New Jersey , construct what they term a ‘ microinventory ’ for each of three towns , comprising the locations of chemical plants , metal processing plants , paint spray manufacturers and so on .",56,4.2678571429,0.0238095238,0,0.022321428600000002,1
"In Mike 's office , furnished with heavily varnished Victorian club furniture .",13,5.1538461538,0.0253164557,0,0.046875,0
"Sartre 's account thus sets up the articulation of history , univocal meaning , and totality as the indissoluble set of elements required for the validation of Marxism , necessary in order to save it from its detour from itself .",41,4.6097560976,0.0174672489,0,0.0108695652,1
He saw a mass of freckles — sometimes melding into sixpenny-sized brown patches of warmth — moving over the hard frame of cheekbones and brow .,26,4.5384615385,0.006993007000000001,0,0.0087719298,1
Around them graceful Masai women in long leather skirts are sweeping the boma and plastering the huts with cow dung .,21,4.619047619,0.0085470085,1,0.0208333333,0
"But the job of lifting the standards of people employed , giving them proper training , and paying a wage which breaks dependence on overtime and lifts morale : this together must far exceed the costs of the technology , and it is n't by any means clear what the bill will be or where the money will come from .",61,4.1147540984,0.0160771704,2,0.0040816327,1
"‘ Yes , I suppose it was . ’",9,2.2222222222,0.0714285714,1,0.125,0
""" Good for you . """,6,2.1666666667,0.0555555556,0,0.1,0
"She let go of the cabinet , coughing in the dust of ages that appeared to be lurking behind it , and smiled back at him as the February sun shone through the small window behind her , throwing into sharp relief the patches on the wall where her predecessor had hung posters , and the ingrained dirt on the flaking paintwork round the mean , narrow , metal window .",71,4.1408450704,0.0192307692,1,0.0069686411,1
"By allowing an intent to cause grievous bodily harm to suffice for a murder conviction , the law is violating a general principle , turning the most serious of its offences into a constructive crime .",36,4.5833333333,0.015,1,0.0061728395,1
Yeah .,2,2.5,0.1666666667,0,0.25,0
"WHO TO WATCH While the best that chart music can manage in the way of band names is Black Box , the pub circuit has always been ripe with imaginative handles .",32,4.0,0.012578616400000001,2,0.1031746032,1
Mm .,2,1.5,0.25,0,0.5,0
1 .,2,1.0,0.33333333330000003,0,0.0,0
"Tournaments were disapproved of by ecclesiastics , for they could be both bloody and dangerous .",16,5.0625,0.0208333333,2,0.0126582278,0
A new canvass system was introduced in 1911 so that all county constituencies would operate the same system and so that duplicate records could be kept at area level .,30,4.6,0.005988024000000001,2,0.007518797000000001,1
"To the north , where Poitou borders on the Vendee , shapely clumps of trees are almost the only punctuation marks on widespreading marshy landscapes ; to the south it bubbles with little rolling hills .",36,4.6388888889,0.0198019802,1,0.018404908,1
Yeah I like it .,5,2.4,0.0625,0,0.1818181818,0
Yes please cup of tea are making it then ? good !,12,3.1666666667,0.0408163265,1,0.0277777778,0
Need anything else ?,4,4.25,0.05,0,0.0625,0
"The usual tactic was to march troops across the enemy 's territory , plundering and looting ; to take fortified places if the task was easy ; to obtain allies among the lords of the locality ; and to retreat without fighting a battle if at all possible — in effect an application to a wider canvas of the some technique of warfare which had earlier made castellans formidable in the immediate environs of their castles .",77,4.4675324675,0.0119047619,2,0.0029673591,1
"‘ I did not use fenders , Breakspear , because I despise precautions .",14,4.0714285714,0.0428571429,0,0.056603773600000004,0
"We 'll have to go and collect it , put it in a vase on the side .",18,2.6666666667,0.030769230800000002,0,0.022222222200000002,0
baby is n't she ?,5,2.6,0.058823529400000005,1,0.0,0
"It was providing 27,500 training places ( often in conjunction with the Manpower Services Commission ) : some 2,500 buildings were being improved ; estate action aimed to tackle run down housing ; and a large number of new ‘ partnerships ’ ( which some might see as subsidies , or discredited regional grants , in a new guise ) were in operation , in an effort to bring private investment to run-down urban areas .",76,4.4605263158,0.0217391304,4,0.012738853500000001,1
They completely ran away .,5,4.4,0.0384615385,0,0.0476190476,0
Cos Terry,2,4.0,0.0,0,0.25,0
Very good,2,4.0,0.0,0,0.125,0
Claudia sits with her eyes downcast .,7,4.4285714286,0.027027027000000002,0,0.033333333300000004,0
But for now it would have to do .,9,2.7777777778,0.030303030300000002,0,0.0416666667,0
Mmm,1,3.0,0.0,0,0.33333333330000003,0
"They have an ‘ immature ’ deliberative faculty ( Aristotle ) , are not ‘ endued with Reason ’ ( Hobbes ) , until roughly the age of 10 ( Kant ) and are ‘ incapable of being acted upon by rational consideration of distant motives ’ ( Mill ) .",51,3.7450980392,0.012448132800000001,3,0.0348837209,1
They 're in the house now .,7,3.0,0.037037037,0,0.0526315789,0
"She adjusts her hat , a round bush hat , and walks towards the makeshift landing strip .",18,3.9444444444,0.034090909100000004,0,0.0147058824,0
"More problematic is the way in which such a dislocation has led to the acceptance of her ‘ Mexicanness ’ as mere decoration of the essentially feminist themes of her work , thereby defusing a substantial part of the art described by Breton as a ‘ ribbon round a bomb ’ .",52,4.2115384615,0.0074074074000000005,1,0.014084507000000001,1
"Unlike Lukács ' insignificant event from which the universal is precariously drawn out through the narrative , Sartre 's singularity works synecdochally in a conventional antinomy with the universal , the relation between the two structured according to the familiar nineteenth-century model of organic growth or process in which each singular event makes up the whole while , as he puts it , ‘ the whole is entirely present in the part as its present meaning and as its destiny ’ .",82,4.8902439024,0.010373444,2,0.0076923077000000005,1
This chapter is an account of the way they perceived attempts to develop integrated provision for under fives and the barriers in attitudes and systems which were encountered .,29,5.1034482759,0.0056818182,2,0.0068027211,1
"Well then you 'd laugh I should think , knowing you !",12,3.5,0.0377358491,0,0.0512820513,0
Four hours of instruction a day for two weeks .,10,3.8,0.0212765957,0,0.027027027000000002,0
The FT-SE failed to hold its gains yesterday but shortly after opening it was only six points away from last September 's previous record closing level .,27,4.7037037037000005,0.0065359477,1,0.0483870968,1
"The summer 's sprawl begins to be oppressive at this stage in the year and trigger fingers are itching to snip back overgrown mallows , clear out the mildewing foliage of golden rod and reduce the overpowering bulk of bullyboy ground cover .",43,4.6279069767,0.0082987552,2,0.0051020408,1
Oh !,2,1.5,0.25,0,0.5,0
"These include the highly specialized nature of much of the technical analysis , the limited capacity for checking the accuracy of many of the findings of this kind of research and the consequent need for the development of based inference machines for extracting useful information from secondary and often proxy data .",52,5.1538461538,0.006269592500000001,0,0.0037593985000000003,1
"Frida Kahlo : , 1946 , 55.9x40.6 cm .",9,3.2222222222,0.16216216220000002,0,0.1538461538,0
"No , working till twelve .",6,3.5,0.0769230769,0,0.0526315789,0
Westland ?,2,4.5,0.1,0,0.125,0
"One moment an avenue of chestnut trees looks ‘ like a child 's drawing of ghosts ’ ; the next it appears ‘ frightening but derelict , like extinguished chandeliers ’ ; and finally the chestnuts ‘ prance at him , holding up their gleaming branches like hysterics . ’",50,4.32,0.0188679245,0,0.0049019608,1
The radio on the dummy suddenly screeched into action as Delaney 's distorted voice gave it life .,18,4.5,0.0102040816,0,0.0253164557,1
"There is no place ‘ there ’ for the values the Tehuana dress represents , its folds are given meaning by Kahlo 's search for a cultural identity .",29,4.0689655172,0.013698630100000001,2,0.0265486726,1
At first they 'll just want to do nothing but eat and sleep .,14,3.4285714286,0.016393442600000002,0,0.0217391304,0
cos they 're very good are n't they ?,9,3.2222222222,0.027027027000000002,1,0.0,0
"It made her feel strong , invincible almost , and just a tiny bit as if she had drunk too much wine .",23,3.4347826087,0.029702970300000003,0,0.0131578947,1
He burst out laughing .,5,3.8,0.0434782609,0,0.0555555556,0
"Apart from Kevin Moseley 's steady supply from the line-out , there was nothing much to commend in a Welsh forward effort which reverted to the very worst Eighties stereotype of static , cumbersome donkeys only too willing to slow the game to walking pace .",46,4.6086956522,0.0116731518,1,0.024154589400000002,1
"He had metaphorically shaken a large fist , impotently , at some looming -field , and got on with his work , his work .",25,3.8,0.0420168067,0,0.0112359551,1
Mm mm .,3,1.6666666667,0.1428571429,0,0.25,0
"The storm was abating rapidly , the evening sky clearing in the west with the golden rays of the setting sun adding a dying colour to the sullen slate blue water .",32,4.125,0.0122699387,1,0.0076923077000000005,1
Ah !,2,1.5,0.25,0,0.5,0
"On this page , Nick Roe visits a plant which , despite strenuous public relations efforts , has failed to convince its neighbours that it has come clean .",29,4.3448275862,0.025974026,0,0.0245901639,1
And he said yeah I said I could 've got two for the price of one .,17,2.9411764706,0.0151515152,0,0.0625,0
yeah .,2,2.5,0.1666666667,0,0.0,0
Yes .,2,2.0,0.2,0,0.33333333330000003,0
But they will take into account the need for that balance that says that social spending without underpinning by economic growth will not be sustained in any event . ’,30,4.6,0.005988024000000001,1,0.0073529412,1
The offer from the Anglo-Swedish consortium formed by Tiphook and Stena AB is the subject of an appeal in the Bermudan courts which is aimed at overturning an earlier ruling allowing SeaCo to proceed with its ‘ poison pill ’ defence .,42,4.5952380952,0.0042735043000000006,2,0.052910052900000004,1
At Claudia 's camp it is almost evening .,9,3.6666666667,0.0243902439,1,0.064516129,0
Yeah .,2,2.5,0.1666666667,0,0.25,0
There seems to be a growing interest in examining associations between ill health and the geological environment .,18,5.3888888889,0.0087719298,1,0.0104166667,0
Well we have to walk to school love,8,3.5,0.0,0,0.0357142857,0
4 .,2,1.0,0.33333333330000003,0,0.0,0
"( Though in Van Gogh 's case , the names , Theodorus , Vincent , Vincent , Theodorus , appeared and reappeared from generation to generation , the cultural parallels to certain persisting aspects of the family face , a heavy brow , an intense blue eye , a cheek bone , a nostril . )",56,4.0535714286,0.042553191500000004,0,0.0330188679,1
Where does the mask fall : Does not the ritual repetition of those familiar features ‘ mask ’ far more than it uncovers ?,24,4.0833333333,0.0165289256,0,0.0212765957,1
The Chernobyl disaster caused environmental damage across Europe ;,9,6.4444444444,0.0151515152,0,0.0526315789,0
"In Southend , where 3,000 of the 50,000 adult males are reckoned to be Masons , it went into the case of what you might call Preferential Allocation of Council Property , and the battle of one councillor , Christopher Hudson , to break the grip of the men on the Square : ‘ We ca n't have a secret society operating within the framework of a democracy , ’ he said .",73,4.0136986301,0.0273972603,2,0.0405904059,1
Ministers have already had to pull Britain 's fleet of Magnox reactors out of the float and delay the sell-off date by up to six months .,27,4.1111111111,0.0072992701000000005,0,0.0277777778,1
This system currently runs in dBASE II and contains in excess of 3000 items of professionally assessed information on major hazards coded into some 24 separate fields .,28,5.0357142857,0.0059523810000000005,0,0.052238806000000006,1
The Economic and Social Research Council ( ESRC ) commissioned two reports on global environmental change to guide or at least inform the allocation of research funding .,28,5.1071428571,0.0058823529,0,0.0642857143,0
"Cross the road now you stand there stand still , give me your other hand good girl right now is it all clear",23,3.7391304348,0.009259259300000001,1,0.0117647059,0
Mm .,2,1.5,0.25,0,0.5,0
Mm mm .,3,1.6666666667,0.1428571429,0,0.25,0
Yeah .,2,2.5,0.1666666667,0,0.25,0
"The Chief Constable for the West Midlands , Geoffrey Dear , took this argument further by pointing out that the day before the riots a successful carnival had taken place , with the support of local community leaders .",39,4.6153846154,0.0183486239,0,0.039772727300000005,1
Ha du n no speaking,5,3.0,0.0,0,0.0666666667,0
"From a distance we see Tepilit , walking steadily towards Ol Doinyo Lengai with his animals .",17,4.5294117647,0.0215053763,0,0.0666666667,0
"Since many kinds of trilobites co-existed at any one time they were probably occupying different ecological niches , >behaving in different ways , corresponding with the wide variation in shape that they show .",34,5.2058823529,0.0142857143,1,0.0058139535,1
No I 've had,4,2.25,0.0,0,0.25,0
The ISSC proposed its own work programme in the Human Dimensions of Global Change in late 1990 .,18,4.3888888889,0.0104166667,0,0.12162162160000001,0
Maslow ( 1966 ) and Hudson ( 1966 and 1968 ) saw science as providing an emotionally undemanding activity appealing to boys moving from the calm of latency to the turbulence of adolescence .,34,4.6176470588,0.0052631579,0,0.0142857143,1
Spatial analysis features particularly prominent on the research agenda relating to natural and technological hazards and geodemographics .,18,6.7777777778,0.0071942446,0,0.0082644628,0
Play with the other one Sam ?,7,3.2857142857,0.0344827586,0,0.0909090909,0
It 's a bit dead .,6,2.1666666667,0.0555555556,0,0.0909090909,0
It 's not a party .,6,2.3333333333,0.0526315789,0,0.0833333333,0
"Barton worked a sixteen-hour day , which began with careful , detailed consideration of the trading figures and key ratios for every one of his forty-three major shops and the output of both factories , and continued , usually by helicopter , with a detailed aerial survey of a particular area as the quick way of identifying new sites , interspersed with unheralded descents on the manager of any shop he took a fancy to visit .",77,4.5844155844,0.0163170163,0,0.0029069767,1
To where ?,3,2.6666666667,0.1,0,0.1428571429,0
"There are other things he has , on his own admission , not fully investigated , like the value of the DRG properties , or which part of the DRG business he would keep after the break up .",39,3.8205128205,0.0267379679,1,0.0486111111,1
"But what about those conflicts that do not take place within such a constituted social system , such as conflictual bourgeois societies which can not be said to be unified , except , as Sartre suggests dismissively , by appeal to a lost paradise before the class struggle ?",49,4.5918367347,0.0183150183,2,0.0090909091,1
Yeah .,2,2.5,0.1666666667,0,0.25,0
"Oh look at that , thank you .",8,2.75,0.0689655172,0,0.05,0
"For availability of money for equipment , toys and adaptations .",11,4.9090909091,0.03125,0,0.0192307692,0
Just trying to,3,4.0,0.0,0,0.0833333333,0
"I found it was possible with Paradise to talk about individual and personal responsibility , something which if set in a contemporary context would have had a preachy feel about it . ’",33,4.6060606061,0.0108695652,1,0.0134228188,1
"In this chapter some of the ways in which palaeontologists determine the way fossil animals lived are described , reanimating the dead fragments to build up a living creature .",30,4.9,0.0113636364,1,0.006896551700000001,1
"In contrast , only a minority of girls express an interest in science at any age but there is no obvious swing from science in the middle and late teens .",31,4.0,0.012987013,1,0.008196721300000001,1
"Even if these descriptions are valid they still leave open a number of questions , particularly why the same mechanisms do not operate with girls .",26,4.6923076923,0.0136054422,1,0.0083333333,1
[ Children ] … love to be treated as Rational Creatures sooner than is imagined … [ by which ] …,21,3.619047619,0.0,2,0.0434782609,0
not likely !,3,3.3333333333,0.0833333333,0,0.0,0
The further away the better .,6,4.0,0.0344827586,0,0.0434782609,0
"Oh that 's a hole , a hole .",9,2.2222222222,0.0714285714,0,0.058823529400000005,0
"Monday 's the twenty third , Sunday 's the twenty second",11,4.1818181818,0.0178571429,0,0.046511627900000005,0
"He paused , reminding McLeish irresistibly of a Labrador wondering how best to approach an acquaintance .",17,5.2352941176,0.019047619000000002,0,0.045977011500000005,1
"However , when he poses the question of whether his method could work as well for the class struggle as for the boxing match , Sartre admits that he finds it impossible to answer and returns instead to the much easier case of sub-groups .",45,4.3111111111,0.012605042,0,0.0105263158,1
"Yeah , now and again .",6,2.8333333333,0.0909090909,0,0.0666666667,0
I ca n't help,4,2.5,0.0,0,0.1111111111,0
that,1,4.0,0.0,0,0.0,0
"Given the extent to which geographic information management is applications driven , it is important to consider in some depth the characteristics of some potential application fields .",28,5.6428571429,0.0108108108,2,0.006410256400000001,1
I 'll tell her not to cook .,8,2.625,0.0357142857,0,0.0526315789,0
"From there , like a buzzard in its eyrie , he would make forays round the US and abroad in spite of his advanced age .",26,3.5769230769,0.0254237288,0,0.033333333300000004,1
Who ?,2,2.0,0.2,0,0.33333333330000003,0
"There is , however , an inevitable logic to the appropriation of her meticulously constructed image , a process which the artist was mocking as early as 1933 : ‘ … some of the gringa women are imitating me and trying to dress ‘ a la Mexicana ’ , but the poor souls only look like cabbages and to tell you the naked truth they look absolutely impossible . '",70,4.1,0.0168539326,3,0.0073529412,1
No excuses . ’,4,2.75,0.0714285714,0,0.1111111111,0
Yeah .,2,2.5,0.1666666667,0,0.25,0
Claudia is upset .,4,3.75,0.0555555556,1,0.0714285714,0
Yeah .,2,2.5,0.1666666667,0,0.25,0
how many little do you have ?,7,3.2857142857,0.0344827586,0,0.0,0
It is a good time to plant hardy shrubs too .,11,3.1818181818,0.022222222200000002,1,0.029411764700000002,0
The full implementation of the RIMNET system will take some time .,12,4.5833333333,0.0151515152,0,0.12962962960000002,0
Wait ! just there .,5,3.0,0.1052631579,0,0.0769230769,0
"The point is rather that , even though knowingly taking risks with other people 's lives is usually unjustifiable , taking a slight risk is less serious than intentionally causing death .",32,4.875,0.016042780700000002,3,0.0065789474,1
"The Central Office attitude was flexible , for outside bodies would always exist and could even be made use of :",21,4.380952381,0.0178571429,2,0.033333333300000004,1
"Right here , in this gaping mouth , lies the end of the chain .",15,3.2666666667,0.0476190476,0,0.0217391304,1
